1968-06-30 00:00 135.9   ""   ""
1968-07-01 00:00 128.3   ""   ""
1968-07-02 00:00 120.3   ""   ""
1968-07-03 00:00 117.2   ""   ""
1968-07-04 00:00 116.0   ""   ""
1968-07-05 00:00 119.4   ""   ""
1968-07-06 00:00 120.1   ""   ""
